ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
971,Student_971,7.0,88,67.0,D,Pass,59.199999999999996
972,Student_972,9.4,94,69.99137749737118,D,Pass,62.67482649842271
973,Student_973,7.6,95,77.5,C,Pass,67.02
974,Student_974,2.9,85,44.3,F,Pass,44.16
975,Student_975,1.3,89,81.0,B,Pass,66.66000000000001
976,Student_976,3.4,86,54.5,F,Pass,50.57999999999999
977,Student_977,6.4,82,82.8,B,Pass,67.36
978,Student_978,1.5,85,89.4,B,Pass,70.94
979,Student_979,5.5,52,88.2,B,Pass,64.42
980,Student_980,6.4,58,73.2,C,Pass,56.800000000000004
981,Student_981,4.0,57,71.2,C,Pass,54.919999999999995
982,Student_982,7.9,82,48.6,F,Pass,47.14
983,Student_983,2.0,55,86.5,B,Pass,63.3
984,Student_984,1.7,90,56.3,F,Pass,52.12
985,Student_985,7.6,88,69.8,D,Pass,61.0
986,Student_986,5.5,53,57.1,F,Pass,45.96
987,Student_987,7.2,62,69.99137749737118,D,Pass,55.8348264984227
988,Student_988,4.9,98,77.8,C,Pass,67.26
989,Student_989,3.2,51,43.3,F,Pass,36.82
990,Student_990,8.4,54,84.9,B,Pass,63.42000000000001
991,Student_991,8.2,93,59.1,F,Pass,55.7
992,Student_992,7.3,76,40.0,F,Pass,40.660000000000004
993,Student_993,3.4,81,70.7,C,Pass,59.300000000000004
994,Student_994,6.3,70,42.8,F,Pass,40.93999999999999
995,Student_995,4.2,57,56.6,F,Pass,46.2
996,Student_996,1.8,87,82.4,B,Pass,67.2
997,Student_997,9.3,57,43.8,F,Pass,39.54
998,Student_998,2.2,99,90.4,A,Pass,74.48
999,Student_999,9.6,52,40.2,F,Pass,36.440000000000005
1000,Student_1000,5.0,93,54.8,F,Pass,52.48
